icon name,icon image url,icon style
Arrow Circle Down Split,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M11.999 21.998C6.47617 21.998 1.99902 17.5209 1.99902 11.998C1.99902 6.4752 6.47618 1.99805 11.999 1.99805C17.5219 1.99805 21.999 6.4752 21.999 11.998C21.999 17.5209 17.5219 21.998 11.999 21.998ZM10.9999 13.9984L10.9158 13.9257C10.6222 13.7079 10.2055 13.7321 9.93924 13.9984L9.5003 14.4373L9.50006 10.4988L14.4998 10.4988L14.5 14.4392L13.988 13.9986L13.9039 13.9259C13.6103 13.708 13.1937 13.7322 12.9273 13.9984C12.6344 14.2912 12.6343 14.7661 12.9271 15.059L14.7185 16.7793L14.8026 16.8519C15.0962 17.0698 15.5129 17.0457 15.7792 16.7794L17.4993 15.0592L17.572 14.9751C17.7898 14.6815 17.7656 14.2648 17.4993 13.9986L17.4152 13.9259C17.1216 13.7081 16.7049 13.7323 16.4387 13.9986L16 14.4372L15.9997 9.7475L15.9929 9.64573C15.9432 9.27965 15.6294 8.9975 15.2497 8.9975L15.2307 8.99878H12.7497L12.7494 5.7475L12.7426 5.64573C12.6929 5.27965 12.3791 4.9975 11.9994 4.9975L11.8977 5.00434C11.5316 5.05401 11.2494 5.3678 11.2494 5.7475L11.2497 8.99878H8.79317C8.77888 8.99797 8.76449 8.99756 8.75 8.99756L8.64823 9.00441C8.28215 9.05407 8 9.36786 8 9.74756L8.0003 14.4393L7.56066 13.9984L7.47655 13.9257C7.18299 13.7078 6.76632 13.732 6.5 13.9982C6.20705 14.291 6.20696 14.7659 6.4998 15.0588L8.21875 16.7793L8.30286 16.852C8.59647 17.0699 9.01321 17.0457 9.27951 16.7794L10.9999 15.059L11.0725 14.9749C11.2904 14.6813 11.2662 14.2646 10.9999 13.9984Z"" fill=""#212121""/>
</svg>
",Filled
Arrow Circle Down Split,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M10.9999 13.9984L10.9158 13.9257C10.6222 13.7079 10.2055 13.7321 9.93924 13.9984L9.5003 14.4373L9.50006 10.4988L14.4998 10.4988L14.5 14.4392L13.988 13.9986L13.9039 13.9259C13.6103 13.708 13.1937 13.7322 12.9273 13.9984C12.6344 14.2912 12.6343 14.7661 12.9271 15.059L14.7185 16.7793L14.8026 16.8519C15.0962 17.0698 15.5129 17.0457 15.7792 16.7794L17.4993 15.0592L17.572 14.9751C17.7898 14.6815 17.7656 14.2648 17.4993 13.9986L17.4152 13.9259C17.1216 13.7081 16.7049 13.7323 16.4387 13.9986L16 14.4372L15.9997 9.7475L15.9929 9.64573C15.9432 9.27965 15.6294 8.9975 15.2497 8.9975L15.2307 8.99878H12.7497L12.7494 5.7475L12.7426 5.64573C12.6929 5.27965 12.3791 4.9975 11.9994 4.9975L11.8977 5.00434C11.5316 5.05401 11.2494 5.3678 11.2494 5.7475L11.2497 8.99878H8.79317C8.77888 8.99797 8.76449 8.99756 8.75 8.99756L8.64823 9.00441C8.28215 9.05407 8 9.36786 8 9.74756L8.0003 14.4393L7.56066 13.9984L7.47655 13.9257C7.18299 13.7078 6.76632 13.732 6.5 13.9982C6.20705 14.291 6.20696 14.7659 6.4998 15.0588L8.21875 16.7793L8.30286 16.852C8.59647 17.0699 9.01321 17.0457 9.27951 16.7794L10.9999 15.059L11.0725 14.9749C11.2904 14.6813 11.2662 14.2646 10.9999 13.9984ZM1.99902 11.998C1.99902 17.5209 6.47617 21.998 11.999 21.998C17.5219 21.998 21.999 17.5209 21.999 11.998C21.999 6.4752 17.5219 1.99805 11.999 1.99805C6.47618 1.99805 1.99902 6.4752 1.99902 11.998ZM20.499 11.998C20.499 16.6925 16.6934 20.498 11.999 20.498C7.3046 20.498 3.49902 16.6925 3.49902 11.998C3.49902 7.30363 7.3046 3.49805 11.999 3.49805C16.6934 3.49805 20.499 7.30363 20.499 11.998Z"" fill=""#212121""/>
</svg>
",Regular
Arrow Circle Left,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M12 2C6.47715 2 2 6.47715 2 12C2 17.5228 6.47715 22 12 22C17.5228 22 22 17.5228 22 12C22 6.47715 17.5228 2 12 2ZM12.2801 16.5307C12.0138 16.797 11.5972 16.8212 11.3036 16.6033L11.2195 16.5307L7.21863 12.5299C6.95233 12.2636 6.92816 11.8468 7.14609 11.5532L7.21873 11.4691L11.2203 7.46911C11.5132 7.17628 11.9881 7.17637 12.2809 7.46931C12.5471 7.73563 12.5713 8.1523 12.3534 8.44587L12.2807 8.52997L9.55878 11.2507L16.2505 11.2504C16.6302 11.2504 16.944 11.5325 16.9936 11.8986L17.0005 12.0004C17.0005 12.3801 16.7183 12.6939 16.3523 12.7435L16.2505 12.7504L9.56078 12.7507L12.2801 15.47C12.5464 15.7363 12.5706 16.153 12.3527 16.4466L12.2801 16.5307Z"" fill=""#212121""/>
</svg>
",Filled
Arrow Circle Left,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M12.2801 16.5307L12.3527 16.4466C12.5706 16.153 12.5464 15.7363 12.2801 15.47L9.56078 12.7507L16.2505 12.7504L16.3523 12.7435C16.7183 12.6939 17.0005 12.3801 17.0005 12.0004L16.9936 11.8986C16.944 11.5325 16.6302 11.2504 16.2505 11.2504L9.55878 11.2507L12.2807 8.52997L12.3534 8.44587C12.5713 8.1523 12.5471 7.73563 12.2809 7.46931C11.9881 7.17637 11.5132 7.17628 11.2203 7.46911L7.21873 11.4691L7.14609 11.5532C6.92816 11.8468 6.95233 12.2636 7.21863 12.5299L11.2195 16.5307L11.3036 16.6033C11.5972 16.8212 12.0138 16.797 12.2801 16.5307ZM12 2C6.47715 2 2 6.47715 2 12C2 17.5228 6.47715 22 12 22C17.5228 22 22 17.5228 22 12C22 6.47715 17.5228 2 12 2ZM12 20.5C7.30558 20.5 3.5 16.6944 3.5 12C3.5 7.30558 7.30558 3.5 12 3.5C16.6944 3.5 20.5 7.30558 20.5 12C20.5 16.6944 16.6944 20.5 12 20.5Z"" fill=""#212121""/>
</svg>
",Regular
Arrow Circle Right,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M12.001 2C17.5238 2 22.001 6.47715 22.001 12C22.001 17.5228 17.5238 22 12.001 22C6.47813 22 2.00098 17.5228 2.00098 12C2.00098 6.47715 6.47813 2 12.001 2ZM12.7813 7.46897L12.6972 7.39635C12.4362 7.2027 12.078 7.20031 11.8146 7.38918L11.7206 7.46897L11.648 7.55308C11.4544 7.81407 11.452 8.17229 11.6409 8.43568L11.7206 8.52963L14.4403 11.2493H7.75027L7.6485 11.2561C7.31571 11.3013 7.05227 11.5647 7.00712 11.8975L7.00027 11.9993L7.00712 12.1011C7.05227 12.4339 7.31571 12.6973 7.6485 12.7424L7.75027 12.7493H14.4403L11.72 15.4697L11.6474 15.5538C11.4295 15.8474 11.4536 16.264 11.7198 16.5303C11.9861 16.7967 12.4027 16.8209 12.6964 16.6032L12.7805 16.5306L16.782 12.5306L16.8547 12.4464C17.0484 12.1854 17.0508 11.8272 16.8619 11.5638L16.7821 11.4698L12.7813 7.46897L12.6972 7.39635L12.7813 7.46897Z"" fill=""#212121""/>
</svg>
",Filled
Arrow Circle Right,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M12.001 2C17.5238 2 22.001 6.47715 22.001 12C22.001 17.5228 17.5238 22 12.001 22C6.47813 22 2.00098 17.5228 2.00098 12C2.00098 6.47715 6.47813 2 12.001 2ZM12.001 3.5C7.30656 3.5 3.50098 7.30558 3.50098 12C3.50098 16.6944 7.30656 20.5 12.001 20.5C16.6954 20.5 20.501 16.6944 20.501 12C20.501 7.30558 16.6954 3.5 12.001 3.5ZM11.648 7.55308L11.7206 7.46897C11.9869 7.2027 12.4036 7.17849 12.6972 7.39635L12.7813 7.46897L16.7821 11.4698C17.0484 11.7361 17.0726 12.1528 16.8547 12.4464L16.782 12.5306L12.7805 16.5306C12.4876 16.8234 12.0127 16.8233 11.7198 16.5303C11.4536 16.264 11.4295 15.8474 11.6474 15.5538L11.72 15.4697L14.442 12.749L7.75027 12.7493C7.37058 12.7493 7.05678 12.4671 7.00712 12.1011L7.00027 11.9993C7.00027 11.6196 7.28243 11.3058 7.6485 11.2561L7.75027 11.2493L14.44 11.249L11.7206 8.52963C11.4544 8.26336 11.4302 7.8467 11.648 7.55308L11.7206 7.46897L11.648 7.55308Z"" fill=""#212121""/>
</svg>
",Regular
Arrow Circle Up,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M22.001 12C22.001 6.47715 17.5238 2 12.001 2C6.47813 2 2.00098 6.47715 2.00098 12C2.00098 17.5228 6.47813 22 12.001 22C17.5238 22 22.001 17.5228 22.001 12ZM7.47028 12.2801C7.20401 12.0138 7.17981 11.5972 7.39766 11.3036L7.47028 11.2195L11.4711 7.21863C11.7374 6.95233 12.1541 6.92816 12.4477 7.14609L12.5319 7.21873L16.5319 11.2203C16.8247 11.5132 16.8246 11.9881 16.5317 12.2809C16.2653 12.5471 15.8487 12.5713 15.5551 12.3534L15.471 12.2807L12.7503 9.55878L12.7506 16.2505C12.7506 16.6302 12.4685 16.944 12.1024 16.9936L12.0006 17.0005C11.6209 17.0005 11.3071 16.7183 11.2575 16.3523L11.2506 16.2505L11.2503 9.56078L8.53094 12.2801C8.26467 12.5464 7.84801 12.5706 7.5544 12.3527L7.47028 12.2801Z"" fill=""#212121""/>
</svg>
",Filled
Arrow Circle Up Left,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M12 22C17.5228 22 22 17.5228 22 12C22 6.47715 17.5228 2 12 2C6.47715 2 2 6.47715 2 12C2 17.5228 6.47715 22 12 22ZM15.25 9.49993H10.5095L15.7777 14.7171C16.072 15.0086 16.0743 15.4834 15.7828 15.7777C15.4914 16.0721 15.0165 16.0744 14.7222 15.7829L9.5 10.6113V15.2499C9.5 15.6641 9.16421 15.9999 8.75 15.9999C8.33579 15.9999 8 15.6641 8 15.2499V8.74993C8 8.33572 8.33579 7.99993 8.75 7.99993H15.25C15.6642 7.99993 16 8.33572 16 8.74993C16 9.16415 15.6642 9.49993 15.25 9.49993Z"" fill=""#212121""/>
</svg>
",Filled
Arrow Circle Up Left,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M10.5095 9.5H15.25C15.6642 9.5 16 9.16421 16 8.75C16 8.33579 15.6642 8 15.25 8H8.75C8.33579 8 8 8.33579 8 8.75V15.25C8 15.6642 8.33579 16 8.75 16C9.16421 16 9.5 15.6642 9.5 15.25V10.6114L14.7222 15.783C15.0165 16.0744 15.4914 16.0721 15.7828 15.7778C16.0743 15.4835 16.072 15.0086 15.7777 14.7172L10.5095 9.5ZM22 12C22 17.5228 17.5228 22 12 22C6.47715 22 2 17.5228 2 12C2 6.47715 6.47715 2 12 2C17.5228 2 22 6.47715 22 12ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""#212121""/>
</svg>
",Regular
Arrow Circle Up,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M7.47028 12.2801L7.5544 12.3527C7.84801 12.5706 8.26467 12.5464 8.53094 12.2801L11.2503 9.56078L11.2506 16.2505L11.2575 16.3523C11.3071 16.7183 11.6209 17.0005 12.0006 17.0005L12.1024 16.9936C12.4685 16.944 12.7506 16.6302 12.7506 16.2505L12.7503 9.55878L15.471 12.2807L15.5551 12.3534C15.8487 12.5713 16.2653 12.5471 16.5317 12.2809C16.8246 11.9881 16.8247 11.5132 16.5319 11.2203L12.5319 7.21873L12.4477 7.14609C12.1541 6.92816 11.7374 6.95233 11.4711 7.21863L7.47028 11.2195L7.39766 11.3036C7.17981 11.5972 7.20401 12.0138 7.47028 12.2801ZM22.001 12C22.001 6.47715 17.5238 2 12.001 2C6.47813 2 2.00098 6.47715 2.00098 12C2.00098 17.5228 6.47813 22 12.001 22C17.5238 22 22.001 17.5228 22.001 12ZM3.50098 12C3.50098 7.30558 7.30656 3.5 12.001 3.5C16.6954 3.5 20.501 7.30558 20.501 12C20.501 16.6944 16.6954 20.5 12.001 20.5C7.30656 20.5 3.50098 16.6944 3.50098 12Z"" fill=""#212121""/>
</svg>
",Regular
Arrow Circle Up Right,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M12 22C6.47715 22 2 17.5228 2 12C2 6.47715 6.47715 2 12 2C17.5228 2 22 6.47715 22 12C22 17.5228 17.5228 22 12 22ZM8.75 9.49993H13.4905L8.22232 14.7171C7.928 15.0086 7.92569 15.4834 8.21715 15.7777C8.50862 16.0721 8.98349 16.0744 9.2778 15.7829L14.5 10.6113V15.2499C14.5 15.6641 14.8358 15.9999 15.25 15.9999C15.6642 15.9999 16 15.6641 16 15.2499V8.74993C16 8.33572 15.6642 7.99993 15.25 7.99993H8.75C8.33579 7.99993 8 8.33572 8 8.74993C8 9.16415 8.33579 9.49993 8.75 9.49993Z"" fill=""#212121""/>
</svg>
",Filled
Arrow Circle Up Right,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M13.4905 9.5H8.75C8.33579 9.5 8 9.16421 8 8.75C8 8.33579 8.33579 8 8.75 8H15.25C15.6642 8 16 8.33579 16 8.75V15.25C16 15.6642 15.6642 16 15.25 16C14.8358 16 14.5 15.6642 14.5 15.25V10.6114L9.2778 15.783C8.98349 16.0744 8.50862 16.0721 8.21715 15.7778C7.92569 15.4835 7.928 15.0086 8.22232 14.7172L13.4905 9.5ZM2 12C2 17.5228 6.47715 22 12 22C17.5228 22 22 17.5228 22 12C22 6.47715 17.5228 2 12 2C6.47715 2 2 6.47715 2 12ZM12 20.5C7.30558 20.5 3.5 16.6944 3.5 12C3.5 7.30558 7.30558 3.5 12 3.5C16.6944 3.5 20.5 7.30558 20.5 12C20.5 16.6944 16.6944 20.5 12 20.5Z"" fill=""#212121""/>
</svg>
",Regular
Arrow Clockwise Dashes,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M13.2414 3.08499C13.6883 3.14669 14 3.54333 14 3.99445C14 4.64061 13.3741 5.10438 12.7314 5.03771C12.491 5.01278 12.247 5 12 5C11.7531 5 11.5091 5.01279 11.2688 5.03773C10.626 5.10446 10 4.64067 10 3.99443C10 3.54325 10.3118 3.14656 10.7587 3.0849C11.1645 3.02893 11.5788 3 12 3C12.4212 3 12.8356 3.02896 13.2414 3.08499ZM12.7312 18.9623C13.374 18.8955 14 19.3593 14 20.0056C14 20.4568 13.6882 20.8534 13.2413 20.9151C12.8355 20.9711 12.4212 21 12 21C11.5788 21 11.1645 20.9711 10.7587 20.9151C10.3118 20.8534 10 20.4568 10 20.0056C10 19.3593 10.626 18.8955 11.2688 18.9623C11.5091 18.9872 11.7531 19 12 19C12.2469 19 12.4909 18.9872 12.7312 18.9623ZM15.5 18.6806C15.5 19.4463 16.2813 19.9554 16.922 19.5361C17.9632 18.8547 18.8547 17.9632 19.5361 16.922C19.9554 16.2812 19.4463 15.5 18.6806 15.5C18.2987 15.5 17.951 15.7074 17.7314 16.0199C17.2643 16.6846 16.6846 17.2643 16.0199 17.7314C15.7074 17.951 15.5 18.2987 15.5 18.6806ZM19 6.71277V7C19 7.55228 18.5523 8 18 8H15C14.4477 8 14 7.55228 14 7C14 6.44772 14.4477 6 15 6H15.7387C15.5892 5.80548 15.5 5.56975 15.5 5.31932C15.5 4.55377 16.2811 4.04477 16.9217 4.46392C16.9479 4.48106 16.974 4.49834 17 4.51575V4C17 3.44772 17.4477 3 18 3C18.5523 3 19 3.44772 19 4V6.70317C19 6.70637 19 6.70957 19 6.71277ZM7.07804 4.46389C7.71875 4.04459 8.5 4.55366 8.5 5.31938C8.5 5.70129 8.29261 6.04903 7.98013 6.2686C7.31543 6.73567 6.73567 7.31543 6.2686 7.98013C6.04903 8.29261 5.70129 8.5 5.31938 8.5C4.55366 8.5 4.04459 7.71875 4.46389 7.07804C5.14535 6.03678 6.03678 5.14535 7.07804 4.46389ZM3.0849 10.7587C3.02893 11.1645 3 11.5788 3 12C3 12.4212 3.02893 12.8355 3.0849 13.2413C3.14656 13.6882 3.54325 14 3.99443 14C4.64067 14 5.10446 13.374 5.03773 12.7312C5.01279 12.4909 5 12.2469 5 12C5 11.7531 5.01279 11.5091 5.03773 11.2688C5.10446 10.626 4.64067 10 3.99443 10C3.54325 10 3.14656 10.3118 3.0849 10.7587ZM7.07804 19.5361C7.71875 19.9554 8.5 19.4463 8.5 18.6806C8.5 18.2987 8.29261 17.951 7.98013 17.7314C7.31543 17.2643 6.73567 16.6846 6.2686 16.0199C6.04903 15.7074 5.70129 15.5 5.31938 15.5C4.55366 15.5 4.04458 16.2813 4.46389 16.922C5.14535 17.9632 6.03678 18.8547 7.07804 19.5361ZM20.9453 12.998C21.0059 12.4491 20.5523 12 20 12H19.8663C19.3879 12 19.005 12.4018 18.9456 12.8766C18.8738 13.4516 19.2923 14 19.8718 14H20.0056C20.4568 14 20.8534 13.6882 20.9151 13.2413C20.9262 13.1605 20.9363 13.0794 20.9453 12.998Z"" fill=""#212121""/>
</svg>
",Filled
Arrow Clockwise Dashes,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M13.9703 3.21642C14.2864 3.28703 14.5 3.57485 14.5 3.8987C14.5 4.40039 14.0018 4.75251 13.5103 4.65205C13.0224 4.55234 12.5173 4.5 12 4.5C11.4827 4.5 10.9777 4.55237 10.4899 4.65209C9.99827 4.75259 9.5 4.40044 9.5 3.89867C9.5 3.57477 9.71367 3.28691 10.0298 3.21631C10.6639 3.0747 11.3232 3 12 3C12.6768 3 13.3362 3.07475 13.9703 3.21642ZM13.5101 19.3479C14.0017 19.2474 14.5 19.5996 14.5 20.1013C14.5 20.4252 14.2863 20.7131 13.9702 20.7837C13.3361 20.9253 12.6768 21 12 21C11.3232 21 10.6639 20.9253 10.0298 20.7837C9.71367 20.7131 9.5 20.4252 9.5 20.1013C9.5 19.5996 9.99827 19.2474 10.4899 19.3479C10.9777 19.4476 11.4827 19.5 12 19.5C12.5173 19.5 13.0223 19.4476 13.5101 19.3479ZM16 18.7831C16 19.3726 16.6178 19.7491 17.103 19.4144C18.0069 18.7912 18.7912 18.0069 19.4144 17.103C19.7491 16.6178 19.3726 16 18.7831 16C18.5106 16 18.2597 16.1415 18.1011 16.363C17.621 17.0332 17.0332 17.621 16.363 18.1011C16.1415 18.2597 16 18.5106 16 18.7831ZM16 5.21685C16 5.48923 16.1415 5.74008 16.3629 5.89872C16.621 6.08363 16.8669 6.28453 17.0992 6.5H15.75C15.3358 6.5 15 6.83579 15 7.25C15 7.66421 15.3358 8 15.75 8H18.75C19.1642 8 19.5 7.66421 19.5 7.25V4.25C19.5 3.83579 19.1642 3.5 18.75 3.5C18.3358 3.5 18 3.83579 18 4.25V5.29177C17.7166 5.03812 17.4169 4.80214 17.1028 4.58558C16.6176 4.25104 16 4.62749 16 5.21685ZM6.89695 4.58556C7.38224 4.25092 8 4.62744 8 5.21692C8 5.48936 7.85848 5.74027 7.63701 5.89894C6.96684 6.37905 6.37905 6.96684 5.89894 7.63701C5.74027 7.85848 5.48936 8 5.21692 8C4.62744 8 4.25092 7.38224 4.58556 6.89695C5.20883 5.9931 5.9931 5.20883 6.89695 4.58556ZM3.21631 10.0298C3.0747 10.6639 3 11.3232 3 12C3 12.6768 3.0747 13.3361 3.21631 13.9702C3.28691 14.2863 3.57477 14.5 3.89867 14.5C4.40044 14.5 4.75259 14.0017 4.65209 13.5101C4.55237 13.0223 4.5 12.5173 4.5 12C4.5 11.4827 4.55237 10.9777 4.65209 10.4899C4.75259 9.99827 4.40044 9.5 3.89868 9.5C3.57477 9.5 3.28691 9.71367 3.21631 10.0298ZM6.89695 19.4144C7.38224 19.7491 8 19.3726 8 18.7831C8 18.5106 7.85848 18.2597 7.63701 18.1011C6.96684 17.621 6.37905 17.0332 5.89894 16.363C5.74027 16.1415 5.48936 16 5.21692 16C4.62744 16 4.25092 16.6178 4.58556 17.103C5.20883 18.0069 5.9931 18.7912 6.89695 19.4144ZM20.9693 12.7492C21.0033 12.3364 20.6642 12 20.25 12C19.8358 12 19.5039 12.3366 19.4631 12.7488C19.4375 13.0066 19.3989 13.2606 19.3479 13.5101C19.2474 14.0017 19.5996 14.5 20.1013 14.5C20.4252 14.5 20.7131 14.2863 20.7837 13.9702C20.8725 13.5725 20.935 13.1648 20.9693 12.7492Z"" fill=""#212121""/>
</svg>
",Regular
Arrow Clockwise,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M5 12C5 8.13401 8.13401 5 12 5C13.32 5 14.5542 5.36484 15.608 6H15C14.4477 6 14 6.44772 14 7C14 7.55228 14.4477 8 15 8H18C18.5523 8 19 7.55228 19 7C19 6 19 5 19 4C19 3.44772 18.5523 3 18 3C17.4477 3 17 3.44772 17 4V4.51575C15.5702 3.5588 13.85 3 12 3C7.02944 3 3 7.02944 3 12C3 16.9706 7.02944 21 12 21C16.9706 21 21 16.9706 21 12C21 11.6199 20.9764 11.2448 20.9304 10.8763C20.8621 10.3282 20.3624 9.93935 19.8144 10.0077C19.2663 10.076 18.8775 10.5757 18.9458 11.1237C18.9815 11.4104 19 11.7028 19 12C19 15.866 15.866 19 12 19C8.13401 19 5 15.866 5 12Z"" fill=""#212121""/>
</svg>
",Filled
Arrow Clockwise,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M12 4.5C7.85786 4.5 4.5 7.85786 4.5 12C4.5 16.1421 7.85786 19.5 12 19.5C16.1421 19.5 19.5 16.1421 19.5 12C19.5 11.6236 19.4723 11.2538 19.4188 10.8923C19.3515 10.4382 19.6839 10 20.1429 10C20.5138 10 20.839 10.2562 20.8953 10.6228C20.9642 11.0718 21 11.5317 21 12C21 16.9706 16.9706 21 12 21C7.02944 21 3 16.9706 3 12C3 7.02944 7.02944 3 12 3C14.3051 3 16.4077 3.86656 18 5.29168V4.25C18 3.83579 18.3358 3.5 18.75 3.5C19.1642 3.5 19.5 3.83579 19.5 4.25V7.25C19.5 7.66421 19.1642 8 18.75 8H15.75C15.3358 8 15 7.66421 15 7.25C15 6.83579 15.3358 6.5 15.75 6.5H17.0991C15.7609 5.25883 13.9691 4.5 12 4.5Z"" fill=""#212121""/>
</svg>
",Regular
Arrow Collapse All,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M2 5C2 4.44772 2.44772 4 3 4H21C21.5523 4 22 4.44772 22 5C22 5.55228 21.5523 6 21 6H3C2.44772 6 2 5.55228 2 5ZM6.29289 8.29289C6.68342 7.90237 7.31658 7.90237 7.70711 8.29289L10.7071 11.2929C11.0976 11.6834 11.0976 12.3166 10.7071 12.7071C10.3166 13.0976 9.68342 13.0976 9.29289 12.7071L8 11.4142V19C8 19.5523 7.55228 20 7 20C6.44772 20 6 19.5523 6 19V11.4142L4.70711 12.7071C4.31658 13.0976 3.68342 13.0976 3.29289 12.7071C2.90237 12.3166 2.90237 11.6834 3.29289 11.2929L6.29289 8.29289ZM21 10H12C11.4477 10 11 9.55228 11 9C11 8.44772 11.4477 8 12 8H21C21.5523 8 22 8.44772 22 9C22 9.55228 21.5523 10 21 10Z"" fill=""#212121""/>
</svg>
",Filled
Arrow Collapse All,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M2 4.75C2 4.33579 2.33579 4 2.75 4H21.25C21.6642 4 22 4.33579 22 4.75C22 5.16421 21.6642 5.5 21.25 5.5H2.75C2.33579 5.5 2 5.16421 2 4.75ZM12 8.75C12 8.33579 12.3358 8 12.75 8H21.25C21.6642 8 22 8.33579 22 8.75C22 9.16421 21.6642 9.5 21.25 9.5H12.75C12.3358 9.5 12 9.16421 12 8.75ZM7.28033 8.21967C7.13968 8.07902 6.94891 8 6.75 8C6.55109 8 6.36032 8.07902 6.21967 8.21967L3.21967 11.2197C2.92678 11.5126 2.92678 11.9874 3.21967 12.2803C3.51256 12.5732 3.98744 12.5732 4.28033 12.2803L6 10.5607V19.25C6 19.6642 6.33579 20 6.75 20C7.16421 20 7.5 19.6642 7.5 19.25V10.5607L9.21967 12.2803C9.51256 12.5732 9.98744 12.5732 10.2803 12.2803C10.5732 11.9874 10.5732 11.5126 10.2803 11.2197L7.28033 8.21967Z"" fill=""#212121""/>
</svg>
",Regular
